Additional Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,Average Score Regents Algebra,Percentage Passing Regents Algebra,Percentage at college ready threshold Regents Algebra,Average Score Regents Geometry,Percentage Passing Regents Geometry,Percentage at college ready threshold Regents Geometry,Average Score Regents Algebra 2/Trig,Percentage Passing Regents Algebra 2/Trig,Percentage at college ready threshold Regents Algebra 2/Trig,Average Score Regents English,Percentage Passing Regents English,Percentage at college ready threshold Regents English,Average Score Regents US History,Percentage Passing Regents US History,Average Score Regents Global History,Percentage Passing Regents Global History,Average Score Regents Chemistry,Percentage Passing Regents Chemistry,Average Score Regents Physics,Percentage Passing Regents Physics,Average Score Regents Earth Science,Percentage Passing Regents Earth Science,Average Score Regents Living Environment,Percentage Passing Regents Living Environment,Average Score Regents Languages Other Than English,Percentage Passing Regents Languages Other Than English,Average Score SAT Math,Percentage of 4-year Cohort Taking SAT Math,Percentage College Ready SAT Math,Average Score SAT Critical Reading,Percentage of 4-year Cohort Taking SAT Critical Reading,Percentage College Ready SAT Critical Reading,Average Score SAT Writing,Percentage of 4-year Cohort Taking SAT Writing,Average Score ACT Math,Percentage of 4-year Cohort Taking ACT Math,Percentage College Ready ACT Math,Average Score ACT English,Percentage of 4-year Cohort Taking ACT English,Percentage College Ready ACT English,Average Score ACT Reading,Percentage of 4-year Cohort Taking ACT Reading,Average Score ACT Science,Percentage of 4-year Cohort Taking ACT Science,Average Score CUNY Math 1,Percentage of 4-year Cohort Taking CUNY Math 1,Average Score CUNY Math 2,Percentage of 4-year Cohort Taking CUNY Math 2,Percentage College Ready CUNY Math 2,Average Score CUNY Reading,Percentage of 4-year Cohort Taking CUNY Reading,Percentage College Ready CUNY Reading,Average Score CUNY Writing,Percentage of 4-year Cohort Taking CUNY Writing,Percentage College Ready CUNY Writing,Post-secondary Enrollment Rate (6 months),Post-secondary Enrollment Rate (18 months),CUNY 2-Year (6 months),CUNY 2-Year (18 months),CUNY 4-Year (6 months),CUNY 4-Year (18 months),NYS Public (6 months),NYS Public (18 months),NYS Private (6 months),NYS Private (18 months),Out of State (6 months),Out of State (18 months),Public Service (6 months),Public Service (18 months),Vocational Program (6 months),Vocational Program (18 months),CRI (Percentage of 4 year Cohort),CRI (Percentage of 6 year Cohort),Percentage Attaining Regents Diploma (4 year),Percentage Attaining Regents Diploma (6 year),Percentage Attaining Math College Readiness Standard,Percentage Attaining Math College Readiness Standard (6 year),Percentage Attaining English College Readiness Standard,Percentage Attaining English College Readiness Standard (6 year),College and Career Preparatory Course Index,"Percentage Scoring 65+ on Alg2, MathB, Chem, or Phys Regents Exam",Percentage Scoring 3+ on any AP Exam,Percentage Scoring 4+ on any IB Exam,Percentage Earning a Diploma with a CTE Endorsement,Percentage Passing an Industry-Recognized Technical Assessment,Percentage Earning a Diploma with an Arts Endorsement,Percentage Earning a Grade of 'C' or Higher for College Credit,Percentage Passing a CPCC Course
29Q248,Queens Preparatory Academy,59,37.6%,1.3%,57,35.9%,12.0%,49,17.1%,4.9%,68,66.9%,41.6%,71,75.9%,60,46.9%,56,17.0%,59,32.7%,55,28.6%,62,50.0%,76,84.2%,423,83.7%,100.0%,422,83.7%,100.0%,403,83.7%,18,26.0%,100.0%,14,26.0%,100.0%,17,26.0%,16,26.0%,35,23.6%,30,26.8%,100.0%,75,17.9%,100.0%,57,18.7%,100.0%,52.3%,50.0%,6.4%,18.2%,13.8%,5.7%,13.8%,10.2%,9.2%,5.7%,7.3%,8.0%,0.0%,0.0%,0.0%,0.0%,27.6%,11.4%,73.2%,71.6%,29.3%,13.6%,62.6%,34.1%,26.8%,13.8%,11.4%,0.0%,0.0%,0.0%,0.0%,15.4%,0.0%
29Q259,Pathways College Preparatory School: A College Boa,63,48.0%,0.0%,51,11.5%,0.0%,56,25.0%,7.7%,79,85.4%,70.9%,72,74.0%,60,45.0%,,,,,63,44.1%,61,43.4%,89,100.0%,405,72.4%,100.0%,427,72.4%,100.0%,409,72.4%,,12.6%,100.0%,,12.6%,100.0%,,12.6%,,12.6%,38,31.0%,26,33.3%,100.0%,77,17.2%,100.0%,52,17.2%,100.0%,63.5%,67.6%,27.0%,16.2%,6.3%,5.9%,15.9%,16.2%,6.3%,16.2%,7.9%,11.8%,0.0%,0.0%,0.0%,0.0%,20.7%,14.7%,65.5%,79.4%,18.4%,16.2%,51.7%,51.5%,21.8%,8.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.6%,0.0%
29Q265,Excelsior Preparatory High School,68,69.7%,9.1%,74,88.4%,23.3%,83,96.0%,76.0%,70,74.8%,42.0%,73,79.3%,56,35.7%,71,78.7%,,,52,16.0%,65,60.9%,77,93.9%,384,70.1%,100.0%,407,70.1%,100.0%,400,70.1%,18,19.6%,100.0%,16,19.6%,100.0%,,11.2%,16,19.6%,29,29.9%,26,33.6%,100.0%,73,22.4%,100.0%,54,22.4%,100.0%,53.5%,63.7%,14.9%,33.3%,13.2%,8.8%,11.4%,9.8%,5.3%,6.9%,7.0%,4.9%,0.0%,0.0%,0.0%,0.0%,24.3%,23.5%,68.2%,73.5%,27.1%,26.5%,53.3%,54.9%,29.9%,19.6%,9.3%,0.0%,0.0%,0.0%,0.0%,27.1%,0.0%
29Q272,George Washington Carver High School for the Scien,62,45.3%,5.0%,59,32.8%,2.5%,53,24.6%,7.9%,77,91.4%,64.2%,73,77.2%,65,59.0%,56,21.2%,,,57,35.8%,62,49.1%,84,91.8%,439,63.5%,100.0%,428,63.5%,100.0%,419,63.5%,18,30.7%,100.0%,17,30.7%,100.0%,18,21.9%,19,30.7%,33,21.2%,29,25.5%,100.0%,,10.2%,100.0%,,10.2%,100.0%,60.7%,66.3%,20.5%,27.4%,13.4%,13.7%,8.9%,10.5%,10.7%,7.4%,6.3%,6.3%,0.0%,0.0%,0.0%,0.0%,27.7%,16.8%,72.3%,81.1%,29.9%,20.0%,67.9%,47.4%,25.5%,22.6%,3.6%,0.0%,0.0%,2.9%,0.0%,13.1%,0.0%
29Q283,Preparatory Academy for Writers: A College Board S,67,64.7%,10.6%,67,62.5%,15.0%,63,52.2%,21.7%,76,89.7%,60.7%,71,78.3%,67,66.1%,66,58.5%,,,71,87.0%,72,81.3%,89,100.0%,398,69.5%,100.0%,410,69.5%,100.0%,393,69.5%,,1.2%,0.0%,,1.2%,0.0%,,1.2%,,1.2%,32,26.8%,28,30.5%,100.0%,,7.3%,100.0%,,7.3%,100.0%,52.5%,63.2%,11.3%,22.8%,16.3%,15.8%,3.8%,3.5%,10.0%,5.3%,7.5%,10.5%,0.0%,0.0%,0.0%,0.0%,26.8%,31.6%,72.0%,78.9%,28.0%,35.1%,63.4%,63.2%,41.5%,34.1%,7.3%,0.0%,0.0%,0.0%,0.0%,9.8%,0.0%
29Q313,Benjamin Franklin High School for Finance & Inform,61,39.2%,1.0%,,,,,,,,,,,,,,,,,,58,35.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29Q326,Cambria Heights Academy,62,46.6%,2.8%,51,10.9%,0.8%,44,10.5%,0.0%,70,75.5%,44.5%,71,71.7%,58,39.9%,55,16.7%,47,8.7%,56,32.9%,64,55.1%,,,418,58.5%,100.0%,424,58.5%,100.0%,411,58.5%,,9.8%,0.0%,,9.8%,100.0%,,8.5%,,9.8%,35,28.0%,34,36.6%,100.0%,,13.4%,100.0%,,13.4%,100.0%,50.7%,,17.4%,,11.6%,,13.0%,,4.3%,,4.3%,,0.0%,,0.0%,,22.0%,,68.3%,,23.2%,,59.8%,,70.7%,13.4%,1.2%,0.0%,0.0%,0.0%,0.0%,29.3%,47.6%
29Q327,Eagle Academy for Young Men III,56,18.4%,0.0%,59,31.7%,3.2%,,,,,,,69,67.1%,71,74.6%,67,70.8%,,,60,33.3%,68,64.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29Q492,"Mathematics, Science Research and Technology Magne",65,61.6%,5.3%,56,25.4%,0.0%,58,38.5%,7.7%,74,84.2%,59.2%,68,70.2%,57,39.3%,63,46.3%,,,53,26.7%,66,55.8%,,,380,54.9%,100.0%,418,54.9%,100.0%,388,54.9%,,3.3%,0.0%,,3.3%,100.0%,,2.2%,,3.3%,34,28.6%,27,35.2%,100.0%,69,20.9%,100.0%,54,20.9%,100.0%,48.4%,62.2%,11.8%,15.3%,16.1%,17.1%,8.6%,10.8%,3.2%,7.2%,7.5%,9.9%,0.0%,0.0%,0.0%,0.0%,12.1%,30.6%,60.4%,78.4%,14.3%,32.4%,45.1%,56.8%,23.1%,3.3%,4.4%,0.0%,0.0%,0.0%,0.0%,22.0%,0.0%
29Q494,"Law, Government and Community Service High School",66,61.3%,9.7%,51,4.3%,0.0%,44,15.0%,5.0%,68,75.7%,29.7%,72,78.3%,59,42.6%,,,,,66,65.2%,55,20.0%,,,387,44.6%,100.0%,386,44.6%,100.0%,388,44.6%,,2.7%,0.0%,,2.7%,0.0%,,2.7%,,2.7%,28,31.1%,25,35.1%,100.0%,71,27.0%,100.0%,52,28.4%,100.0%,31.7%,42.5%,12.2%,16.4%,7.3%,8.2%,8.5%,9.6%,3.7%,1.4%,0.0%,4.1%,0.0%,0.0%,0.0%,0.0%,6.8%,8.2%,58.1%,54.8%,8.1%,8.2%,35.1%,49.3%,9.5%,5.4%,0.0%,0.0%,0.0%,0.0%,0.0%,6.8%,0.0%
29Q496,"Business, Computer Applications & Entrepreneurship",64,51.4%,2.7%,59,43.2%,0.0%,,,,69,71.7%,37.7%,68,61.2%,60,44.4%,52,7.5%,,,,,63,48.0%,,,382,40.9%,100.0%,402,40.9%,100.0%,364,40.9%,,1.5%,0.0%,,1.5%,0.0%,,1.5%,,1.5%,36,25.8%,31,30.3%,100.0%,,15.2%,100.0%,,13.6%,100.0%,26.4%,38.3%,17.0%,14.9%,1.9%,5.3%,1.9%,6.4%,1.9%,2.1%,0.0%,2.1%,0.0%,0.0%,0.0%,0.0%,9.1%,7.4%,54.5%,41.5%,9.1%,6.4%,34.8%,34.0%,72.7%,6.1%,0.0%,0.0%,0.0%,0.0%,0.0%,42.4%,71.2%
29Q498,Humanities & Arts Magnet High School,62,44.4%,3.9%,53,13.7%,0.0%,,,,70,77.4%,43.9%,74,79.0%,58,38.6%,62,31.3%,,,61,40.4%,61,45.9%,89,100.0%,384,60.2%,100.0%,409,60.2%,100.0%,401,60.2%,,8.1%,0.0%,,8.1%,100.0%,,5.7%,,8.1%,35,23.6%,29,28.5%,100.0%,72,13.8%,100.0%,57,13.0%,100.0%,49.4%,65.1%,25.9%,18.1%,3.5%,10.8%,5.9%,14.5%,5.9%,6.0%,5.9%,15.7%,0.0%,0.0%,0.0%,0.0%,13.0%,13.3%,69.9%,74.7%,12.2%,13.3%,48.8%,53.0%,38.2%,9.8%,0.8%,0.0%,0.0%,0.0%,0.0%,17.9%,22.8%
30Q258,Energy Tech High School,64,60.9%,2.5%,70,71.2%,25.0%,79,86.7%,46.7%,89,100.0%,96.9%,,,80,86.3%,60,38.9%,,,,,74,77.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30Q286,"Young Women's Leadership School, Astoria",70,79.9%,11.2%,76,86.4%,43.9%,73,81.1%,32.4%,80,93.1%,73.6%,86,92.6%,73,73.8%,70,72.2%,,,76,84.1%,78,89.3%,93,100.0%,483,100.0%,100.0%,464,100.0%,100.0%,477,100.0%,,8.1%,100.0%,,8.1%,100.0%,,8.1%,,8.1%,,17.6%,31,23.0%,100.0%,,12.2%,100.0%,,12.2%,100.0%,89.7%,92.7%,14.1%,3.7%,25.6%,8.5%,15.4%,11.0%,29.5%,56.1%,5.1%,13.4%,0.0%,0.0%,0.0%,0.0%,67.6%,58.5%,95.9%,97.6%,70.3%,63.4%,83.8%,81.7%,55.4%,29.7%,0.0%,0.0%,0.0%,0.0%,0.0%,51.4%,0.0%
30Q301,Academy for Careers in Television and Film,70,87.1%,11.4%,70,67.6%,23.4%,52,29.9%,9.2%,82,96.6%,88.4%,86,97.7%,77,87.2%,58,24.1%,41,7.7%,72,74.6%,79,90.1%,,,444,95.0%,100.0%,458,95.0%,100.0%,444,95.0%,,3.0%,100.0%,,3.0%,100.0%,,3.0%,,3.0%,39,37.6%,30,44.6%,100.0%,,11.9%,100.0%,,12.9%,100.0%,71.9%,84.4%,29.2%,23.3%,21.9%,33.3%,13.5%,14.4%,6.3%,7.8%,1.0%,5.6%,0.0%,0.0%,0.0%,0.0%,55.4%,50.0%,89.1%,87.8%,56.4%,52.2%,88.1%,76.7%,98.0%,21.8%,25.7%,0.0%,98.0%,98.0%,0.0%,34.7%,0.0%
30Q445,William Cullen Bryant High School,70,76.0%,13.8%,65,54.6%,15.1%,63,48.1%,24.7%,71,73.0%,45.1%,76,79.6%,63,51.7%,70,65.0%,67,61.5%,67,60.6%,70,65.5%,91,98.7%,466,56.9%,100.0%,424,56.9%,100.0%,426,56.9%,22,3.7%,100.0%,18,3.7%,100.0%,21,3.4%,20,3.7%,38,16.7%,38,26.5%,100.0%,72,14.6%,100.0%,52,15.0%,100.0%,52.2%,61.4%,22.0%,26.7%,20.3%,20.0%,4.0%,3.5%,3.6%,6.6%,1.2%,2.0%,0.0%,0.0%,0.0%,0.0%,35.0%,34.2%,66.2%,70.1%,39.9%,37.2%,58.8%,63.9%,46.9%,27.2%,9.8%,0.0%,0.0%,0.5%,0.0%,26.8%,7.1%
30Q450,Long Island City High School,63,51.3%,5.4%,56,27.9%,3.6%,41,7.6%,3.8%,69,72.2%,42.4%,67,61.5%,62,50.3%,52,16.3%,56,39.5%,63,53.5%,64,55.3%,86,90.2%,430,51.6%,100.0%,423,51.6%,100.0%,412,51.6%,21,3.9%,100.0%,19,3.9%,100.0%,20,3.8%,20,3.9%,38,23.9%,31,30.2%,100.0%,72,15.5%,100.0%,54,15.6%,100.0%,48.1%,54.7%,18.7%,24.4%,17.8%,17.5%,4.5%,4.5%,3.7%,3.4%,2.7%,2.4%,0.0%,0.0%,0.0%,0.0%,23.1%,26.9%,62.2%,65.1%,27.0%,28.9%,53.8%,58.3%,35.9%,13.4%,14.8%,0.0%,4.4%,4.7%,0.0%,17.3%,0.0%
30Q501,Frank Sinatra School of the Arts High School,69,81.5%,6.2%,76,89.3%,33.0%,65,54.5%,15.2%,87,99.4%,95.2%,91,99.4%,82,94.4%,67,62.5%,74,80.5%,79,90.4%,84,97.1%,92,100.0%,536,89.5%,100.0%,543,89.5%,100.0%,543,89.5%,23,37.2%,100.0%,24,37.2%,100.0%,25,34.3%,22,37.2%,,2.9%,,6.4%,100.0%,,2.9%,100.0%,,2.9%,100.0%,95.8%,93.8%,4.8%,17.8%,17.3%,16.0%,23.2%,22.2%,29.2%,20.0%,20.8%,17.8%,0.6%,0.0%,0.0%,0.0%,79.7%,56.9%,97.1%,97.8%,83.7%,58.2%,93.6%,90.2%,97.1%,69.2%,29.1%,0.0%,0.0%,0.0%,96.5%,16.3%,0.0%
30Q502,Information Technology High School,65,60.2%,4.1%,77,88.7%,45.4%,75,85.4%,34.1%,73,83.7%,55.7%,72,77.0%,67,62.4%,76,91.9%,72,80.0%,69,65.4%,75,85.5%,88,88.1%,443,58.8%,100.0%,420,58.8%,100.0%,411,58.8%,19,8.2%,100.0%,15,8.2%,100.0%,,4.7%,18,8.2%,37,30.5%,31,39.9%,100.0%,71,24.0%,100.0%,55,25.3%,100.0%,54.8%,63.0%,21.3%,26.4%,20.4%,23.1%,3.5%,2.8%,2.6%,5.1%,2.6%,1.4%,0.0%,0.0%,0.0%,0.0%,29.2%,30.1%,70.8%,73.6%,28.8%,31.0%,60.9%,69.0%,41.2%,15.0%,8.6%,0.0%,17.2%,19.7%,0.0%,18.0%,0.0%
30Q555,Newcomers High School,73,81.7%,27.5%,75,81.3%,37.3%,67,54.9%,30.5%,66,66.7%,34.9%,76,82.6%,65,56.2%,69,66.2%,80,94.4%,71,68.7%,77,90.2%,96,100.0%,490,47.1%,100.0%,374,47.1%,100.0%,381,47.1%,,1.1%,100.0%,,1.1%,100.0%,,1.1%,,1.1%,31,19.3%,40,35.4%,100.0%,59,23.4%,100.0%,48,24.5%,100.0%,48.0%,62.1%,24.4%,37.2%,17.6%,17.7%,2.4%,1.4%,1.2%,2.1%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,38.3%,32.3%,71.2%,76.6%,43.8%,46.8%,54.4%,46.5%,69.0%,27.0%,37.6%,0.0%,0.0%,0.4%,0.0%,56.2%,0.0%
30Q575,Academy of American Studies,71,81.1%,20.7%,72,76.6%,27.9%,64,52.9%,19.1%,81,88.6%,72.3%,84,89.7%,81,88.0%,67,64.1%,,,72,75.5%,76,83.3%,90,99.4%,495,84.8%,100.0%,482,84.8%,100.0%,479,84.8%,22,16.3%,100.0%,19,16.3%,100.0%,19,14.0%,20,16.3%,35,15.2%,35,23.6%,100.0%,,7.3%,100.0%,,7.3%,100.0%,83.4%,94.4%,22.9%,24.0%,29.9%,36.9%,7.6%,13.4%,12.1%,12.8%,8.9%,6.7%,1.9%,0.6%,0.0%,0.0%,62.9%,64.8%,87.1%,95.5%,64.6%,65.9%,83.7%,93.3%,78.1%,42.7%,41.0%,0.0%,0.0%,0.0%,0.0%,72.5%,0.0%
30Q580,Baccalaureate School for Global Education,,,,92,100.0%,96.0%,86,90.2%,76.8%,96,100.0%,98.9%,95,100.0%,91,98.9%,83,97.3%,,,,,,,89,100.0%,633,98.5%,100.0%,620,98.5%,100.0%,628,98.5%,28,25.0%,100.0%,29,25.0%,100.0%,,20.6%,27,25.0%,,0.0%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,0.0%,90.3%,100.0%,0.0%,1.9%,46.8%,32.1%,14.5%,13.2%,19.4%,34.0%,9.7%,18.9%,0.0%,0.0%,0.0%,0.0%,98.5%,92.5%,100.0%,100.0%,98.5%,92.5%,100.0%,98.1%,98.5%,72.1%,0.0%,98.5%,0.0%,0.0%,0.0%,1.5%,0.0%
31R047,CSI High School for International Studies,71,87.3%,6.3%,75,83.1%,38.1%,54,30.8%,8.3%,86,98.4%,86.8%,90,96.3%,80,86.7%,77,96.9%,,,76,87.9%,82,94.6%,81,88.6%,477,83.5%,100.0%,468,83.5%,100.0%,464,83.5%,21,24.0%,100.0%,19,24.0%,100.0%,21,20.7%,20,24.0%,32,21.5%,33,31.4%,100.0%,,8.3%,100.0%,,8.3%,100.0%,77.6%,90.8%,6.7%,3.3%,38.8%,60.0%,11.2%,6.7%,10.4%,13.3%,8.2%,7.5%,0.0%,0.0%,0.0%,0.0%,64.5%,55.8%,88.4%,91.7%,64.5%,55.8%,90.1%,94.2%,98.3%,34.7%,15.7%,0.0%,0.0%,0.0%,0.0%,39.7%,95.9%
31R064,Gaynor McCown Expeditionary Learning School,67,67.9%,7.2%,71,68.4%,26.3%,57,34.0%,7.5%,77,88.4%,65.9%,79,86.8%,69,66.0%,69,66.7%,,,62,41.4%,76,87.9%,81,94.1%,442,55.8%,100.0%,458,55.8%,100.0%,454,55.8%,17,21.2%,100.0%,16,21.2%,100.0%,18,14.2%,17,21.2%,39,35.4%,27,39.8%,100.0%,78,13.3%,100.0%,56,13.3%,100.0%,75.8%,70.2%,3.3%,3.6%,49.5%,52.4%,4.4%,2.4%,6.6%,4.8%,7.7%,6.0%,0.0%,0.0%,0.0%,0.0%,25.7%,14.3%,72.6%,72.6%,27.4%,15.5%,71.7%,67.9%,34.5%,15.0%,7.1%,0.0%,0.0%,0.0%,0.0%,28.3%,0.0%
31R080,The Michael J. Petrides School,65,57.6%,17.7%,67,62.5%,9.2%,56,35.0%,9.2%,80,90.3%,72.6%,73,69.4%,71,71.3%,58,26.4%,58,37.1%,71,73.7%,64,59.0%,89,94.1%,483,79.2%,100.0%,473,79.2%,100.0%,470,79.2%,23,12.5%,100.0%,21,12.5%,100.0%,,10.8%,19,12.5%,38,20.0%,27,24.2%,100.0%,74,12.5%,100.0%,53,12.5%,100.0%,70.0%,86.2%,6.0%,4.6%,16.0%,45.4%,18.0%,17.7%,10.0%,10.8%,18.0%,7.7%,0.0%,0.0%,0.0%,0.0%,42.5%,53.8%,71.7%,86.9%,43.3%,54.6%,70.8%,80.8%,49.2%,25.8%,22.5%,0.0%,0.0%,0.0%,0.0%,40.0%,0.0%
31R440,New Dorp High School,65,61.8%,7.3%,66,59.4%,17.8%,58,40.2%,10.6%,75,80.9%,60.4%,77,82.8%,67,63.4%,67,56.6%,70,71.2%,61,46.9%,73,73.1%,85,96.5%,454,63.7%,100.0%,446,63.7%,100.0%,444,63.7%,21,8.6%,100.0%,20,8.6%,100.0%,21,7.1%,20,8.6%,40,20.7%,33,28.4%,100.0%,70,8.0%,100.0%,53,8.0%,100.0%,55.9%,61.1%,7.3%,4.9%,34.0%,40.0%,2.8%,5.7%,4.9%,6.0%,5.1%,2.9%,0.0%,0.0%,0.0%,0.0%,33.9%,28.0%,70.0%,71.5%,35.4%,28.9%,65.1%,72.8%,53.1%,22.1%,5.4%,0.0%,9.0%,12.7%,0.0%,48.7%,0.0%
31R445,Port Richmond High School,63,53.0%,5.5%,61,43.4%,6.7%,58,38.7%,15.3%,69,70.8%,42.2%,72,71.3%,60,44.0%,63,43.0%,68,69.1%,56,33.0%,67,61.6%,90,93.8%,432,44.6%,100.0%,427,44.6%,100.0%,425,44.6%,20,8.6%,100.0%,17,8.6%,100.0%,18,7.5%,19,8.6%,38,23.8%,31,29.9%,100.0%,73,16.7%,100.0%,53,16.7%,100.0%,46.9%,54.2%,6.1%,6.3%,23.9%,25.7%,6.3%,5.9%,3.9%,7.0%,4.3%,5.8%,0.0%,0.0%,0.0%,0.5%,18.8%,22.6%,57.7%,61.5%,20.7%,23.8%,50.4%,57.7%,42.3%,16.7%,8.4%,0.0%,0.0%,0.4%,0.0%,37.2%,6.5%
31R450,Curtis High School,67,62.8%,9.6%,62,44.9%,10.3%,55,34.2%,10.9%,74,78.4%,57.2%,73,73.6%,63,49.9%,65,52.4%,64,51.6%,57,35.7%,68,60.6%,86,95.3%,453,64.2%,100.0%,458,64.2%,100.0%,444,64.2%,20,12.0%,100.0%,19,12.0%,100.0%,22,7.9%,20,12.0%,38,21.1%,28,24.5%,100.0%,65,5.5%,100.0%,51,5.7%,100.0%,55.6%,64.7%,7.5%,5.9%,23.9%,31.2%,8.7%,11.2%,6.7%,7.2%,6.8%,6.9%,0.0%,0.0%,0.0%,0.0%,34.4%,36.1%,62.3%,69.1%,34.9%,36.6%,68.2%,75.5%,52.6%,24.7%,11.3%,12.3%,0.0%,0.5%,2.2%,38.9%,0.0%
31R455,Tottenville High School,69,76.9%,8.1%,67,64.6%,18.0%,62,50.8%,18.0%,79,91.5%,71.5%,80,87.2%,72,70.6%,64,48.0%,66,60.1%,57,33.2%,73,78.6%,81,90.4%,494,78.9%,100.0%,476,78.9%,100.0%,476,78.9%,23,14.6%,100.0%,21,14.6%,100.0%,22,9.9%,22,14.6%,42,18.4%,31,23.5%,100.0%,70,7.3%,100.0%,52,7.4%,100.0%,69.1%,73.8%,2.8%,3.8%,31.9%,38.6%,10.1%,9.6%,11.1%,9.3%,11.0%,10.5%,0.0%,0.0%,0.0%,0.0%,51.8%,47.0%,80.2%,81.5%,53.6%,48.5%,77.7%,76.0%,63.3%,45.0%,15.3%,0.0%,3.9%,10.0%,0.0%,44.5%,0.0%
31R460,Susan E. Wagner High School,64,52.1%,7.3%,67,63.4%,16.8%,62,46.7%,14.5%,79,89.5%,70.4%,82,90.3%,72,71.4%,69,63.7%,72,69.7%,59,40.7%,73,76.5%,91,99.8%,496,66.3%,100.0%,490,66.3%,100.0%,487,66.3%,23,9.0%,100.0%,22,9.0%,100.0%,22,7.2%,22,9.0%,39,16.3%,30,20.7%,100.0%,73,6.0%,100.0%,51,5.8%,100.0%,74.7%,76.7%,4.6%,3.7%,37.2%,42.1%,10.6%,10.8%,9.5%,11.4%,7.1%,6.3%,2.0%,0.2%,1.1%,0.0%,44.7%,40.8%,73.3%,79.2%,46.1%,41.3%,69.3%,76.8%,68.6%,34.7%,12.3%,0.0%,0.0%,0.3%,0.0%,42.0%,52.3%
31R600,Ralph R. McKee Career and Technical Education High,67,74.8%,2.2%,64,56.8%,9.7%,45,7.0%,0.0%,71,77.8%,44.4%,69,73.6%,63,48.4%,52,7.1%,,,60,44.3%,66,60.6%,,,420,38.0%,100.0%,429,38.0%,100.0%,409,38.0%,,9.3%,100.0%,,9.3%,100.0%,,7.4%,,9.3%,41,20.4%,27,21.3%,100.0%,,6.5%,100.0%,,6.5%,100.0%,46.1%,52.0%,7.2%,4.0%,17.1%,26.0%,7.2%,8.7%,5.3%,3.5%,3.3%,2.9%,0.0%,0.0%,0.0%,2.3%,13.9%,16.2%,53.7%,56.6%,14.8%,16.8%,45.4%,46.8%,54.6%,3.7%,0.0%,0.0%,37.0%,40.7%,0.0%,39.8%,0.0%
31R605,Staten Island Technical High School,83,100.0%,61.3%,92,100.0%,97.0%,89,99.4%,83.6%,91,100.0%,97.1%,94,100.0%,92,99.4%,88,99.4%,88,99.4%,,,93,100.0%,95,99.7%,711,99.7%,100.0%,660,99.7%,100.0%,670,99.7%,30,38.3%,100.0%,30,38.3%,100.0%,30,32.9%,28,38.3%,,0.0%,,0.0%,0.0%,,0.3%,100.0%,,0.3%,100.0%,91.1%,99.3%,0.0%,0.0%,17.7%,23.2%,14.0%,20.8%,20.5%,21.1%,37.2%,33.5%,0.0%,0.0%,0.0%,0.0%,99.0%,99.6%,99.0%,99.6%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,94.6%,0.0%,0.0%,0.3%,0.0%,67.8%,0.0%
32K168,The Brooklyn School for Math and Research,72,82.3%,21.5%,69,65.6%,12.5%,68,58.6%,17.2%,78,89.8%,73.5%,,,68,67.2%,67,56.8%,65,63.6%,,,80,93.4%,,,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,33,47.1%,26,50.0%,100.0%,,20.6%,100.0%,,20.6%,100.0%,,,,,,,,,,,,,,,,,14.7%,,70.6%,,17.6%,,64.7%,,17.6%,11.8%,5.9%,0.0%,0.0%,0.0%,0.0%,14.7%,0.0%
32K403,Academy for Environmental Leadership,58,33.3%,0.0%,58,26.6%,0.0%,,,,65,62.2%,30.0%,67,63.2%,57,39.8%,,,,,64,50.8%,62,44.6%,,,365,71.3%,100.0%,366,71.3%,100.0%,348,71.3%,,0.0%,0.0%,,0.0%,0.0%,,0.0%,,0.0%,35,32.5%,33,46.3%,100.0%,65,21.3%,100.0%,50,21.3%,100.0%,39.0%,48.4%,13.4%,17.9%,17.1%,22.1%,2.4%,0.0%,2.4%,2.1%,1.2%,0.0%,0.0%,0.0%,0.0%,0.0%,35.0%,6.3%,57.5%,56.8%,23.8%,7.4%,46.3%,46.3%,36.3%,12.5%,1.3%,0.0%,0.0%,0.0%,0.0%,15.0%,0.0%
